condition_id,condition,backbone,blind_case_id,scenario_id,family_id,stratum,run_index,run_status,positive_reference_count,tp_ev,fp,fn
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_0f844be53f5907b4aedf02a913d92839,EVAL-018,EVAL-KEV-C-03,recent_kev_61_90,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c2f82c647c670c0322df57fd8c33f930,EVAL-019,EVAL-CVE-01,other_cve,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2ae771c855a8acc97413edbc02b6e1b2,EVAL-020,EVAL-CVE-01,other_cve,1,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_4814fa833d3f2f760ee8977f506550e2,EVAL-021,EVAL-CVE-02,other_cve,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_d06dc9fc1f77c577618ce4c381e67951,EVAL-022,EVAL-CVE-02,other_cve,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a81421738a7610c48eb22e7901cd5d6a,EVAL-023,EVAL-CVE-03,other_cve,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9f4089dca9f9fa2d3c46381077d05316,EVAL-024,EVAL-CVE-03,other_cve,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1dfd124a9ab4751953988ec05f712ce9,EVAL-025,EVAL-CVE-04,other_cve,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_57d15c707e5fc9fcaa91a65586e81e95,EVAL-026,EVAL-CVE-04,other_cve,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_748d927092aee451a8f1721c5266d713,EVAL-027,EVAL-CVE-05,other_cve,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a1b50175d9afdf2342fbb61b8f48ce07,EVAL-028,EVAL-CVE-05,other_cve,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a6f9a9f0d91ffc23c08819eb7bf6086c,EVAL-029,EVAL-MIS-01,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_d2551bd5051007bc796513b77b5b5153,EVAL-030,EVAL-MIS-01,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_196ea6cd359a58d3496a70a047f689f9,EVAL-031,EVAL-MIS-02,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a3b96a2a842771b6d6d385bc4c37f8a3,EVAL-032,EVAL-MIS-02,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_bd3b13ecfe51ec8e5b038743781cfd65,EVAL-033,EVAL-MIS-03,synthetic_misconfiguration,1,failed,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_aa758eb061d86c7e79c6dde634cb4d4f,EVAL-034,EVAL-MIS-03,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_4e6742115f20f5d1a6ccb84755f298d0,EVAL-035,EVAL-MIS-04,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9e6c191150f1c75682999a8b734c6478,EVAL-036,EVAL-MIS-04,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b52b422590495bb0c8d8a8004b707507,EVAL-037,EVAL-MIS-05,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c39f512ed09df9bc3632a0b3a66ff535,EVAL-038,EVAL-MIS-05,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_316bdc343e72bb7670feaa39a07ad7d3,EVAL-039,EVAL-MIS-06,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_55d7a9ee418085b8d3116c38cdbc3260,EVAL-040,EVAL-MIS-06,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2a7b3cfb131a43d57d21781daad09292,EVAL-041,EVAL-CLN-01,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_103fa4469699f7c5c2fa8631209f3a3e,EVAL-042,EVAL-CLN-01,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9fe2f33362353c088cc43eed8710a452,EVAL-043,EVAL-CLN-02,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e4a7eb00307e2714ac90e3114bb4837e,EVAL-044,EVAL-CLN-02,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9cf4be16ab369a4e3bf1968dd59dc2d0,EVAL-045,EVAL-CLN-03,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_52e27d22666ab1093e17956595b0b641,EVAL-046,EVAL-CLN-03,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2a1bd7d6bbc3ca3dfe583988f1f213d4,EVAL-047,EVAL-CLN-04,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e34fb1f17553c03871010f921be7ddb8,EVAL-048,EVAL-CLN-04,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_7df08a84d544851e73cf357e21ace895,EVAL-049,EVAL-KEV-A-04,recent_kev_0_30,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_ef7ed8df8b39ed2b3e45e65715f419b0,EVAL-050,EVAL-KEV-A-04,recent_kev_0_30,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_ab667a4f940f171ff1b06a6f2b952ef0,EVAL-051,EVAL-KEV-B-04,recent_kev_31_60,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_59fb771d6cdeb48060ae9c341ecd5d08,EVAL-052,EVAL-KEV-B-04,recent_kev_31_60,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_60b32f4ba98433cb801640f94fcf5db7,EVAL-053,EVAL-KEV-C-04,recent_kev_61_90,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_43150770b2da56c8239a6dcf40bab063,EVAL-054,EVAL-KEV-C-04,recent_kev_61_90,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b615bbeef811b27180a25783debe20c0,EVAL-055,EVAL-CVE-06,other_cve,1,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_db7d39f449076c984debef723e44ce06,EVAL-056,EVAL-CVE-06,other_cve,1,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6586230cc93066c553f2dc75e01b702d,EVAL-057,EVAL-MIS-07,synthetic_misconfiguration,1,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_84b87dee7d327b20d5f3721f8830b86b,EVAL-058,EVAL-MIS-07,synthetic_misconfiguration,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_511048b88030340440076d67c74632ea,EVAL-059,EVAL-CLN-05,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6717a899f31cdf15809aa8df9bc22d5e,EVAL-060,EVAL-CLN-05,clean_control,1,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_717130ec8771f2e7ca1e85fa45be32c7,EVAL-001,EVAL-KEV-A-01,recent_kev_0_30,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_17ea8e700ea4d3bd4d0b989e446c3544,EVAL-002,EVAL-KEV-A-01,recent_kev_0_30,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_5d090d8a2ce9a8a8176dd912450fcb91,EVAL-003,EVAL-KEV-A-02,recent_kev_0_30,2,failed,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c235f137ebe63031db001d2e8fc28782,EVAL-004,EVAL-KEV-A-02,recent_kev_0_30,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_35df98b4e7c60392bac47db71e1605d8,EVAL-005,EVAL-KEV-A-03,recent_kev_0_30,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_09a328dcc057e59210234bbbaeb9d4ba,EVAL-006,EVAL-KEV-A-03,recent_kev_0_30,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b1212d63d629fa402953a0a773377c88,EVAL-007,EVAL-KEV-B-01,recent_kev_31_60,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_cd8fb742b019811907d2421e02b9f57e,EVAL-008,EVAL-KEV-B-01,recent_kev_31_60,2,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_dde33622fcbd83d1a8233edee1039194,EVAL-009,EVAL-KEV-B-02,recent_kev_31_60,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_3ffca8f9dac91cdee6b76599eec26099,EVAL-010,EVAL-KEV-B-02,recent_kev_31_60,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_23dd353d812a98b90eee453f921cfcfa,EVAL-011,EVAL-KEV-B-03,recent_kev_31_60,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6c2fb889cdeed3a6ae06677a1c8e8094,EVAL-012,EVAL-KEV-B-03,recent_kev_31_60,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_5b142abafe3dc6e0af58b68d45140be8,EVAL-013,EVAL-KEV-C-01,recent_kev_61_90,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e139d80489db92cdbb6969f82d68f9ef,EVAL-014,EVAL-KEV-C-01,recent_kev_61_90,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_cdd0db780d99453af95606bb618879b1,EVAL-015,EVAL-KEV-C-02,recent_kev_61_90,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1cb167d2d30e2d24c124a5581b7d71b8,EVAL-016,EVAL-KEV-C-02,recent_kev_61_90,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1b72e350d390169c06daa6aae9bd148f,EVAL-017,EVAL-KEV-C-03,recent_kev_61_90,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_0f844be53f5907b4aedf02a913d92839,EVAL-018,EVAL-KEV-C-03,recent_kev_61_90,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c2f82c647c670c0322df57fd8c33f930,EVAL-019,EVAL-CVE-01,other_cve,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2ae771c855a8acc97413edbc02b6e1b2,EVAL-020,EVAL-CVE-01,other_cve,2,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_4814fa833d3f2f760ee8977f506550e2,EVAL-021,EVAL-CVE-02,other_cve,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_d06dc9fc1f77c577618ce4c381e67951,EVAL-022,EVAL-CVE-02,other_cve,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a81421738a7610c48eb22e7901cd5d6a,EVAL-023,EVAL-CVE-03,other_cve,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9f4089dca9f9fa2d3c46381077d05316,EVAL-024,EVAL-CVE-03,other_cve,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1dfd124a9ab4751953988ec05f712ce9,EVAL-025,EVAL-CVE-04,other_cve,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_57d15c707e5fc9fcaa91a65586e81e95,EVAL-026,EVAL-CVE-04,other_cve,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_748d927092aee451a8f1721c5266d713,EVAL-027,EVAL-CVE-05,other_cve,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a1b50175d9afdf2342fbb61b8f48ce07,EVAL-028,EVAL-CVE-05,other_cve,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a6f9a9f0d91ffc23c08819eb7bf6086c,EVAL-029,EVAL-MIS-01,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_d2551bd5051007bc796513b77b5b5153,EVAL-030,EVAL-MIS-01,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_196ea6cd359a58d3496a70a047f689f9,EVAL-031,EVAL-MIS-02,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a3b96a2a842771b6d6d385bc4c37f8a3,EVAL-032,EVAL-MIS-02,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_bd3b13ecfe51ec8e5b038743781cfd65,EVAL-033,EVAL-MIS-03,synthetic_misconfiguration,2,failed,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_aa758eb061d86c7e79c6dde634cb4d4f,EVAL-034,EVAL-MIS-03,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_4e6742115f20f5d1a6ccb84755f298d0,EVAL-035,EVAL-MIS-04,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9e6c191150f1c75682999a8b734c6478,EVAL-036,EVAL-MIS-04,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b52b422590495bb0c8d8a8004b707507,EVAL-037,EVAL-MIS-05,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c39f512ed09df9bc3632a0b3a66ff535,EVAL-038,EVAL-MIS-05,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_316bdc343e72bb7670feaa39a07ad7d3,EVAL-039,EVAL-MIS-06,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_55d7a9ee418085b8d3116c38cdbc3260,EVAL-040,EVAL-MIS-06,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2a7b3cfb131a43d57d21781daad09292,EVAL-041,EVAL-CLN-01,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_103fa4469699f7c5c2fa8631209f3a3e,EVAL-042,EVAL-CLN-01,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9fe2f33362353c088cc43eed8710a452,EVAL-043,EVAL-CLN-02,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e4a7eb00307e2714ac90e3114bb4837e,EVAL-044,EVAL-CLN-02,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_9cf4be16ab369a4e3bf1968dd59dc2d0,EVAL-045,EVAL-CLN-03,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_52e27d22666ab1093e17956595b0b641,EVAL-046,EVAL-CLN-03,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2a1bd7d6bbc3ca3dfe583988f1f213d4,EVAL-047,EVAL-CLN-04,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e34fb1f17553c03871010f921be7ddb8,EVAL-048,EVAL-CLN-04,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_7df08a84d544851e73cf357e21ace895,EVAL-049,EVAL-KEV-A-04,recent_kev_0_30,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_ef7ed8df8b39ed2b3e45e65715f419b0,EVAL-050,EVAL-KEV-A-04,recent_kev_0_30,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_ab667a4f940f171ff1b06a6f2b952ef0,EVAL-051,EVAL-KEV-B-04,recent_kev_31_60,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_59fb771d6cdeb48060ae9c341ecd5d08,EVAL-052,EVAL-KEV-B-04,recent_kev_31_60,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_60b32f4ba98433cb801640f94fcf5db7,EVAL-053,EVAL-KEV-C-04,recent_kev_61_90,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_43150770b2da56c8239a6dcf40bab063,EVAL-054,EVAL-KEV-C-04,recent_kev_61_90,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b615bbeef811b27180a25783debe20c0,EVAL-055,EVAL-CVE-06,other_cve,2,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_db7d39f449076c984debef723e44ce06,EVAL-056,EVAL-CVE-06,other_cve,2,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6586230cc93066c553f2dc75e01b702d,EVAL-057,EVAL-MIS-07,synthetic_misconfiguration,2,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_84b87dee7d327b20d5f3721f8830b86b,EVAL-058,EVAL-MIS-07,synthetic_misconfiguration,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_511048b88030340440076d67c74632ea,EVAL-059,EVAL-CLN-05,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6717a899f31cdf15809aa8df9bc22d5e,EVAL-060,EVAL-CLN-05,clean_control,2,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_717130ec8771f2e7ca1e85fa45be32c7,EVAL-001,EVAL-KEV-A-01,recent_kev_0_30,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_17ea8e700ea4d3bd4d0b989e446c3544,EVAL-002,EVAL-KEV-A-01,recent_kev_0_30,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_5d090d8a2ce9a8a8176dd912450fcb91,EVAL-003,EVAL-KEV-A-02,recent_kev_0_30,3,failed,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c235f137ebe63031db001d2e8fc28782,EVAL-004,EVAL-KEV-A-02,recent_kev_0_30,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_35df98b4e7c60392bac47db71e1605d8,EVAL-005,EVAL-KEV-A-03,recent_kev_0_30,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_09a328dcc057e59210234bbbaeb9d4ba,EVAL-006,EVAL-KEV-A-03,recent_kev_0_30,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_b1212d63d629fa402953a0a773377c88,EVAL-007,EVAL-KEV-B-01,recent_kev_31_60,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_cd8fb742b019811907d2421e02b9f57e,EVAL-008,EVAL-KEV-B-01,recent_kev_31_60,3,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_dde33622fcbd83d1a8233edee1039194,EVAL-009,EVAL-KEV-B-02,recent_kev_31_60,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_3ffca8f9dac91cdee6b76599eec26099,EVAL-010,EVAL-KEV-B-02,recent_kev_31_60,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_23dd353d812a98b90eee453f921cfcfa,EVAL-011,EVAL-KEV-B-03,recent_kev_31_60,3,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_6c2fb889cdeed3a6ae06677a1c8e8094,EVAL-012,EVAL-KEV-B-03,recent_kev_31_60,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_5b142abafe3dc6e0af58b68d45140be8,EVAL-013,EVAL-KEV-C-01,recent_kev_61_90,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_e139d80489db92cdbb6969f82d68f9ef,EVAL-014,EVAL-KEV-C-01,recent_kev_61_90,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_cdd0db780d99453af95606bb618879b1,EVAL-015,EVAL-KEV-C-02,recent_kev_61_90,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1cb167d2d30e2d24c124a5581b7d71b8,EVAL-016,EVAL-KEV-C-02,recent_kev_61_90,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_1b72e350d390169c06daa6aae9bd148f,EVAL-017,EVAL-KEV-C-03,recent_kev_61_90,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_0f844be53f5907b4aedf02a913d92839,EVAL-018,EVAL-KEV-C-03,recent_kev_61_90,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_c2f82c647c670c0322df57fd8c33f930,EVAL-019,EVAL-CVE-01,other_cve,3,complete,1,1,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_2ae771c855a8acc97413edbc02b6e1b2,EVAL-020,EVAL-CVE-01,other_cve,3,complete,0,0,1,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_4814fa833d3f2f760ee8977f506550e2,EVAL-021,EVAL-CVE-02,other_cve,3,complete,1,0,0,1
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_d06dc9fc1f77c577618ce4c381e67951,EVAL-022,EVAL-CVE-02,other_cve,3,complete,0,0,0,0
qwen_single_rag,Qwen single-RAG,Qwen 3.5 27B,bc_a81421738a7610c48eb22e7901cd5d6a,EVAL-023,EVAL-CVE-03,other_cve,3,complete,1,0,0,1
